{u'default': False, u'output': u'Vincent_Cassel', u'query_id': 148580}
{u'default': False, u'output': u'Samaire_Armstrong', u'query_id': 148581}
{u'default': False, u'output': u'Jacob_Latimore', u'query_id': 148582}
{u'default': False, u'output': u'Jeremy_Renner', u'query_id': 148583}
{u'default': False, u'output': u'Kelly_LeBrock', u'query_id': 148584}
{u'default': True, u'output': -1.0, u'query_id': 155854, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155856, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155860, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155858, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155862, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155864, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155866, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155868, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155870, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155872, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155874, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155876, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155878, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155880, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155882, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155884, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155886, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155888, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155891, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155892, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': False, u'output': u'Shiri_Appleby', u'query_id': 155894}
{u'default': False, u'output': u'Diana_Rigg', u'query_id': 155896}
{u'default': True, u'output': -1.0, u'query_id': 155898, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155900, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155902, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155904, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155907, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155908, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155910, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155911, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155914, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155916, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155918, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155920, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155922, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155924, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155926, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155928, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155930, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155932, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155934, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155935, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155938, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155940, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155942, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155944, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155946, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155948, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155953, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155950, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155951, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155952, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155957, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155960, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155961, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155959, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155963, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': False, u'output': u'Stacy_Keach', u'query_id': 155967}
{u'default': False, u'output': u'Sofia_Vassilieva', u'query_id': 155968}
{u'default': False, u'output': u'Jonathan_Keltz', u'query_id': 155969}
{u'default': False, u'output': u'Kate_Flannery', u'query_id': 155973}
{u'default': False, u'output': u'Alessandra_Torresani', u'query_id': 155974}
{u'default': True, u'output': -1.0, u'query_id': 155975, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155979, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
{u'default': True, u'output': -1.0, u'query_id': 155982, u'default_explanation': u'Failed to retrieve a prediction response within the specified latency SLO'}
